Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
APPF,"AppFolio, Inc.",56.33,$1.93B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appf
APPN,Appian Corporation,25.61,$1.63B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/appn
AAPL,Apple Inc.,142.19,$674.75B,1980,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/aapl
ARCI,"Appliance Recycling Centers of America, Inc.",0.43,$3.64M,n/a,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/arci
APDN,Applied DNA Sciences Inc,0.439,$15.63M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdn
APDNW,Applied DNA Sciences Inc,0.0101,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/apdnw
AGTC,Applied Genetic Technologies Corporation,2.62,$47.51M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/agtc
AMAT,"Applied Materials, Inc.",31.54,$30.23B,1972,Technology,Semiconductors,https://www.nasdaq.com/symbol/amat
AAOI,"Applied Optoelectronics, Inc.",15.06,$298.17M,2013,Technology,Semiconductors,https://www.nasdaq.com/symbol/aaoi
AREX,Approach Resources Inc.,1.05,$99.23M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/arex
APTI,"Apptio, Inc.",37.94,$1.73B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/apti
APRI,"Apricus Biosciences, Inc.",0.2301,$6.48M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apri
APVO,Aptevo Therapeutics Inc.,1.46,$33.15M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/apvo
APTX,Aptinyx Inc.,17.93,$600.61M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aptx
APM,Aptorum Group Limited,15.67,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/apm
APTO,"Aptose Biosciences, Inc.",2.08,$78.56M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/apto
APYX,Apyx Medical Corporation,6.5,$215.82M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apyx
AQMS,"Aqua Metals, Inc.",1.81,$70.47M,2015,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/aqms
AQB,"AquaBounty Technologies, Inc.",2.133,$32.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aqb
AQST,"Aquestive Therapeutics, Inc.",7.14,$178.09M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqst
AQXP,"Aquinox Pharmaceuticals, Inc.",2.23,$52.49M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aqxp
ARDM,Aradigm Corporation,0.3849,$5.86M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ardm
PETX,"Aratana Therapeutics, Inc.",6.18,$300.5M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/petx
ARAV,"Aravive, Inc.",3.61,$40.37M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arav
ABUS,Arbutus Biopharma Corporation,3.77,$209.15M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abus
ARCW,"ARC Group Worldwide, Inc.",0.93,$21.72M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/arcw
ABIO,"ARCA biopharma, Inc.",0.339,$4.72M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/abio
RKDA,"Arcadia Biosciences, Inc.",3.34,$15.95M,2015,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/rkda
ARCB,ArcBest Corporation,33.88,$870.38M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/arcb
ACGL,Arch Capital Group Ltd.,25.78,$10.43B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acgl
ACGLO,Arch Capital Group Ltd.,20.77,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglo
ACGLP,Arch Capital Group Ltd.,20.22,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/acglp
FUV,"Arcimoto, Inc.",3.1,$45.05M,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
ARCE,Arco Platform Limited,21.52,$1.08B,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/arce
ARCT,Arcturus Therapeutics Ltd.,4.85,$51.98M,2013,n/a,n/a,https://www.nasdaq.com/symbol/arct
ARDX,"Ardelyx, Inc.",1.88,$116.81M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ardx
ARNA,"Arena Pharmaceuticals, Inc.",39.54,$1.95B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arna
ARCC,Ares Capital Corporation,15.28,$6.51B,2004,n/a,n/a,https://www.nasdaq.com/symbol/arcc
ARGX,argenx SE,100.97,$3.63B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/argx
ARDS,Aridis Pharmaceuticals Inc.,10.076,$81.66M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ards
ARKR,Ark Restaurants Corp.,18.11,$62.93M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/arkr
ARTX,Arotech Corporation,2.595,$68.73M,1994,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artx
ARQL,"ArQule, Inc.",2.73,$297.55M,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arql
ARRY,Array BioPharma Inc.,14.7,$3.13B,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arry
ARRS,ARRIS International plc,30.26,$5.27B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/arrs
DWCR,Arrow DWA Country Rotation ETF,24.7001,$14.82M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwcr
DWAT,Arrow DWA Tactical ETF,9.81,$4.91M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwat
AROW,Arrow Financial Corporation,32.71,$472.74M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/arow
ARWR,"Arrowhead Pharmaceuticals, Inc.",12.05,$1.11B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arwr
ASNS,"Arsanis, Inc.",3.4,$48.67M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/asns
ARTNA,Artesian Resources Corporation,34.09,$315.2M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/artna
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.0474,$8.61M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/artw
ARVN,"Arvinas, Inc.",13.55,$438.36M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/arvn
ARYA,ARYA Sciences Acquisition Corp.,9.8,$176.09M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/arya
ARYAU,ARYA Sciences Acquisition Corp.,10.34,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryau
ARYAW,ARYA Sciences Acquisition Corp.,1.6,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/aryaw
ASNA,"Ascena Retail Group, Inc.",2.75,$542.95M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/asna
ASND,Ascendis Pharma A/S,62.15,$2.61B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asnd
ASCMA,"Ascent Capital Group, Inc.",0.39,$4.86M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ascma
APWC,Asia Pacific Wire & Cable Corporation Limited,1.95,$26.95M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/apwc
ASLN,ASLAN Pharmaceuticals Limited,4.2,$134.61M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asln
ASML,ASML Holding N.V.,147.68,$62.99B,1995,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/asml
ASPU,Aspen Group Inc.,5.13,$94.26M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/aspu
AZPN,"Aspen Technology, Inc.",78.92,$5.59B,1994,Technology,EDP Services,https://www.nasdaq.com/symbol/azpn
ASMB,"Assembly Biosciences, Inc.",22.47,$572.16M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asmb
ASRT,"Assertio Therapeutics, Inc.",3.97,$253.84M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/asrt
ASFI,"Asta Funding, Inc.",4.27,$28.55M,1995,Finance,Finance Companies,https://www.nasdaq.com/symbol/asfi
ASTE,"Astec Industries, Inc.",32.19,$733.85M,1986,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/aste
ATRO,Astronics Corporation,28.55,$922.64M,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/atro
ALOT,"AstroNova, Inc.",18.39,$127.86M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/alot
ASTC,Astrotech Corporation,5.08,$20.8M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/astc
ASUR,Asure Software Inc,4.9,$74.6M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/asur
ASV,"ASV Holdings, Inc.",2.485,$24.44M,2017,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/asv
ATAI,ATA Inc.,0.94,$22.76M,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atai
ATRA,"Atara Biotherapeutics, Inc.",28.4,$1.3B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/atra
ATHN,"athenahealth, Inc.",130.55,$5.38B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/athn
ATNX,"Athenex, Inc.",12.06,$806.74M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atnx
ATHX,"Athersys, Inc.",1.46,$206.95M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/athx
AAME,Atlantic American Corporation,2.65,$53.53M,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aame
ACBI,"Atlantic Capital Bancshares, Inc.",16.99,$443.57M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acbi
AY,Atlantica Yield plc,19.37,$1.94B,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ay
ATLC,Atlanticus Holdings Corporation,3.21,$49.36M,1995,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/atlc
AAWW,Atlas Air Worldwide Holdings,40.61,$1.04B,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/aaww
AFH,"Atlas Financial Holdings, Inc.",8.92,$106.48M,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afh
AFHBL,"Atlas Financial Holdings, Inc.",25.19,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/afhbl
TEAM,Atlassian Corporation Plc,84.48,$20.12B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/team
ATNI,"ATN International, Inc.",71.36,$1.14B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atni
ATOM,Atomera Incorporated,2.82,$42.39M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/atom
ATOS,Atossa Genetics Inc.,1.11,$6.27M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atos
ATRC,"AtriCure, Inc.",29.2,$1.12B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atrc
ATRI,Atrion Corporation,716.1,$1.33B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/atri
ATIS,Attis Industries Inc.,0.175,$3.9M,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atis
ATISW,Attis Industries Inc.,0.0346,n/a,n/a,Basic Industries,Miscellaneous,https://www.nasdaq.com/symbol/atisw
ATTU,Attunity Ltd.,19.11,$407.75M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/attu
LIFE,"aTyr Pharma, Inc.",0.5376,$16.14M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/life
AUBN,"Auburn National Bancorporation, Inc.",30.61,$111.54M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/aubn
BOLD,"Audentes Therapeutics, Inc.",22.01,$939.6M,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/bold
AUDC,AudioCodes Ltd.,10.79,$310.93M,1999,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/audc
AEYE,"AudioEye, Inc.",8.56,$64.61M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/aeye
AUPH,Aurinia Pharmaceuticals Inc,6.57,$560.7M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/auph
EARS,Auris Medical Holding AG,0.475,$16.02M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ears
JG,Aurora Mobile Limited,6.8,$801.05M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/jg
ADSK,"Autodesk, Inc.",121.85,$26.69B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk
AUTL,Autolus Therapeutics plc,34.34,$1.38B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/autl
ADP,"Automatic Data Processing, Inc.",126.21,$55.25B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp
AUTO,"AutoWeb, Inc.",3.35,$43.38M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/auto
AVDL,Avadel Pharmaceuticals plc,3.06,$113.26M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/avdl
AVCO,Avalon GloboCare Corp.,2.8372,$207.23M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/avco
ATXI,"Avenue Therapeutics, Inc.",5.32,$56.75M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/atxi
AVEO,"AVEO Pharmaceuticals, Inc.",1.81,$226.88M,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aveo
AVNW,"Aviat Networks, Inc.",13.82,$74.97M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/avnw
CDMO,"Avid Bioservices, Inc.",4.14,$232.12M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmo
CDMOP,"Avid Bioservices, Inc.",25.4729,$17.83M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cdmop
AVID,"Avid Technology, Inc.",4.56,$190.85M,1993,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/avid
AVGR,"Avinger, Inc.",0.2675,$6.28M,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/avgr
CAR,"Avis Budget Group, Inc.",21.78,$1.68B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/car
AVT,"Avnet, Inc.",35.69,$3.97B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AVRO,"AVROBIO, Inc.",16,$383.29M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/avro
AWRE,"Aware, Inc.",3.67,$79.07M,1996,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/awre
ACLS,"Axcelis Technologies, Inc.",16.57,$537.07M,2000,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acls
AXGN,"AxoGen, Inc.",20.4,$788.93M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/axgn
AAXN,"Axon Enterprise, Inc.",43.29,$2.53B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/aaxn
AXNX,"Axonics Modulation Technologies, Inc.",13.52,$375.92M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/axnx
AXON          ,Axovant Sciences Ltd.,1.05,$128.39M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axon
AXSM,"Axsome Therapeutics, Inc.",2.65,$79M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/axsm
AXTI,AXT Inc,4.15,$164.08M,1998,Technology,Semiconductors,https://www.nasdaq.com/symbol/axti
AYTU,"Aytu BioScience, Inc.",0.8295,$7.16M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/aytu
AZRX,"AzurRx BioPharma, Inc.",1.63,$28.81M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azrx
BCOM,B Communications Ltd.,5.9312,$177.28M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/bcom
RILY,"B. Riley Financial, Inc.",14.74,$391.41M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rily
RILYG,"B. Riley Financial, Inc.",23.77,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyg
RILYH,"B. Riley Financial, Inc.",25.24,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyh
RILYI,"B. Riley Financial, Inc.",24.22,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyi
RILYL,"B. Riley Financial, Inc.",25.18,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyl
RILYZ,"B. Riley Financial, Inc.",24.62,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/rilyz
BOSC,B.O.S. Better Online Solutions,2.13,$7.57M,n/a,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/bosc
BIDU,"Baidu, Inc.",154.71,$53.93B,2005,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/bidu
BCPC,Balchem Corporation,76.21,$2.46B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/bcpc
BLDP,"Ballard Power Systems, Inc.",2.77,$642.12M,n/a,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bldp
BANF,BancFirst Corporation,50.81,$1.66B,1993,Finance,Major Banks,https://www.nasdaq.com/symbol/banf
BANFP,BancFirst Corporation,27.135,$27.14M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banfp
BCTF,"Bancorp 34, Inc.",14.79,$50.25M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bctf
BAND,Bandwidth Inc.,39.57,$765.87M,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/band
BFC,Bank First National Corporation,48,$318.95M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bfc
BOCH,Bank of Commerce Holdings (CA),10.81,$176.57M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boch
BMRC,Bank of Marin Bancorp,41.73,$583.67M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bmrc
BMLP,Bank Of Montreal,41.6338,$41.63M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmlp
BKSC,Bank of South Carolina Corp.,18.6299,$102.67M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bksc
BOTJ,"Bank of the James Financial Group, Inc.",13.05,$57.14M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/botj
OZK,Bank OZK,23.65,$3.04B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ozk
BSVN,Bank7 Corp.,13.4,$136.51M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bsvn
BFIN,BankFinancial Corporation,15.21,$258.51M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bfin
BWFG,"Bankwell Financial Group, Inc.",28.65,$224.68M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/bwfg
BANR,Banner Corporation,53.47,$1.9B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banr
BZUN,Baozun Inc.,28.37,$1.62B,2015,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/bzun
DFVL,Barclays PLC,60.34,$4.3M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvl
DFVS,Barclays PLC,34.22,$3.97M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dfvs
DLBS,Barclays PLC,16.66,$14.49M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dlbs
DTUL,Barclays PLC,55.0347,$4.56M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtul
DTUS,Barclays PLC,36.5,$4.73M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtus
DTYL,Barclays PLC,75.06,$4.79M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtyl
DTYS,Barclays PLC,17.9178,$47.2M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/dtys
FLAT,Barclays PLC,66.29,$4.62M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/flat
STPP,Barclays PLC,29.55,$4.34M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/stpp
TAPR,Barclays PLC,21.9,$14.66M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/tapr
BBSI,"Barrett Business Services, Inc.",55.56,$410.09M,1993,Technology,Professional Services,https://www.nasdaq.com/symbol/bbsi
GOLD,Barrick Gold Corporation,13,$15.18B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gold
BSET,"Bassett Furniture Industries, Incorporated",20.59,$219.04M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/bset
ZTEST,BATS BZX Exchange,10,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ztest
BCML,BayCom Corp,22.65,$246.19M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/bcml
BCBP,"BCB Bancorp, Inc. (NJ)",10.81,$170.82M,2005,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bcbp
BECN,"Beacon Roofing Supply, Inc.",32.28,$2.21B,2004,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/becn
BBGI,"Beasley Broadcast Group, Inc.",4.09,$112.41M,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/bbgi
